"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"blade","BLADE","abs-blade","abandmar_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Marketing methods","blade-table-08-business-characteristics-survey-bcs","Marketing methods","","2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;201…"
"blade","BLADE","abs-blade","abandmark","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","","2015-16"
"blade","BLADE","abs-blade","abandmkt_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Marketing methods for promotion, packaging, pricing, product placement or after sales services","blade-table-08-business-characteristics-survey-bcs","Marketing methods for promotion, packaging, pricing, product placement or after sales services","","2018-19;2019-20"
"blade","BLADE","abs-blade","abandmkt_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2020-21;2022-23"
"blade","BLADE","abs-blade","abandnon_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","None of the above","blade-table-08-business-characteristics-survey-bcs","None of the above","","2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;201…"
"blade","BLADE","abs-blade","abandnon_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2020-21;2022-23"
"blade","BLADE","abs-blade","abandnone","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","","2015-16"
"blade","BLADE","abs-blade","abandops","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","","2015-16"
"blade","BLADE","abs-blade","abandops_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Operational processes","blade-table-08-business-characteristics-survey-bcs","Operational processes","","2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;201…"
"blade","BLADE","abs-blade","abandorg","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-09-business-characteristics-survey-management-capabilities-module-mcm","","","2015-16"
"blade","BLADE","abs-blade","abandorg_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Organisational/managerial processes","blade-table-08-business-characteristics-survey-bcs","Organisational/managerial processes","","2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;201…"
"blade","BLADE","abs-blade","abandoth_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Other processes","blade-table-08-business-characteristics-survey-bcs","Other processes","","2018-19;2019-20"
"blade","BLADE","abs-blade","abandoth_im","integer",5871,5785,98.5352,4,"0.0 / 0.0 / 0.5 / 88888888.0 / 999999999.0","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2020-21;2022-23"
"blade","BLADE","abs-blade","abandprd_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Methods for producing goods or providing services (including methods for developing goods or services)","blade-table-08-business-characteristics-survey-bcs","Methods for producing goods or providing services (including methods for developing goods or services)","","2018-19;2019-20"
"blade","BLADE","abs-blade","abandprd_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","1 = Yes","2020-21;2022-23"
"blade","BLADE","abs-blade","abandprl_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Methods of organising ongoing internal procedures or external relations","blade-table-08-business-characteristics-survey-bcs","Methods of organising ongoing internal procedures or external relations","","2018-19;2019-20"
"blade","BLADE","abs-blade","abandprl_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2020-21;2022-23"
"blade","BLADE","abs-blade","abandwrk_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Methods of organising work responsibility, decision making or human resource management","blade-table-08-business-characteristics-survey-bcs","Methods of organising work responsibility, decision making or human resource management","","2018-19;2019-20"
"blade","BLADE","abs-blade","abandwrk_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 0e+00 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2020-21;2022-23"
"blade","BLADE","abs-blade","abei","integer",5871,5785,98.5352,2,"0.0 / 0.0 / 0.5 / 1.0 / 1.0","0; 1","matched PLIDA variable metadata","Flags that the business started receiving support under the Agri-Business Expansion Initiative in that financial year, on Austrade's export…","blade-table-61-microdata-on-australian-exporters-max-panel","The entity commenced the Agribusiness Expansion Initiative (ABEI) program in the financial year","Numeric - Binary 0 - No 1 - Yes",""
"blade","BLADE","abs-blade","abn_hash_trunc","character",5871,5785,98.5352,86,"00783E9ACC4F=1; 05414405CF32=1; 080EE36ECCA6=1; 09736E2AF62D=1; 09D360AB4969=1; 10B00A869FCA=1; 14DCBB56E93D=1; 1D2B68CE32C8=1","","no PLIDA metadata match by dataset+variable","","","","",""
"blade","BLADE","abs-blade","abusdata_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","abusdigst_dam","numeric",5871,5785,98.5352,86,"105263 / 252706 / 321072 / 481498 / 1137399","","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","999999999 = Missing","2021-22"
"blade","BLADE","abs-blade","abuskpi_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","abusmaros_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 1e+00 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","abusmodel_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","1 = Yes","2021-22"
"blade","BLADE","abs-blade","abusnone_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","abusplan_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Digital technology orientation (Tick all that apply)","blade-table-11-business-characteristics-survey-digital-activity-module-dam","Digital technology orientation (Tick all that apply)","0 = No","2021-22"
"blade","BLADE","abs-blade","abusprdan_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 1e+00 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","abusqual_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","abustech_dam","integer",5871,5785,98.5352,7,"1 / 1 / 2 / 3 / 7","1; 2; 3; 4; 5; 6; 7","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","abustrain_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","act","integer",5871,5785,98.5352,2,"0 / 0 / 0 / 1 / 1","0; 1","matched PLIDA variable metadata","Flags that this federal enterprise agreement operates in the Australian Capital Territory. DEWR records ""State or Territories covered"" as o…","blade-table-49-workplace-agreements-database-wad-agreement","Indicates whether an agreement operates in the ACT","Numeric 1 = Yes 0 = No",""
"blade","BLADE","abs-blade","act_oth","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Other actions","blade-table-19-business-conditions-and-sentiments-sbcs","Other actions","","2020-21"
"blade","BLADE","abs-blade","actar_berd","numeric",5871,5785,98.5352,86,"78.880 / 233.238 / 348.720 / 463.793 / 1209.610","","matched PLIDA variable metadata","Applied research - amount [derived]","blade-table-12-business-expenditure-on-research-and-development-berd","Applied research - amount [derived]","Number (dollars $'000) Blank = missing","2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;201…"
"blade","BLADE","abs-blade","actar_goverd","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","R&D activity - Applied research","blade-table-14-government-expenditure-on-research-and-development-goverd","R&D activity - Applied research","","2008-09;2011-12;2012-13;2014-15;2016-17;2018-19;2020-21;202…"
"blade","BLADE","abs-blade","actar_herd","numeric",5871,5785,98.5352,86,"99.470 / 238.175 / 372.570 / 509.805 / 1964.820","","matched PLIDA variable metadata","Applied research","blade-table-23-higher-education-research-and-development-data-items","Applied research","Number ($'000)","2004;2006;2008;2010;2012;2014;2016;2018;2020*;2022"
"blade","BLADE","abs-blade","actar_pct_berd","numeric",5871,5785,98.5352,84,"0.700 / 26.025 / 48.500 / 75.325 / 98.500","","matched PLIDA variable metadata","Applied research - percentage of total","blade-table-12-business-expenditure-on-research-and-development-berd","Applied research - percentage of total","Number (percentage)","2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;201…"
"blade","BLADE","abs-blade","actar_pnperd","numeric",5871,5785,98.5352,85,"136.740 / 240.410 / 356.510 / 548.255 / 1273.060","","matched PLIDA variable metadata","R&D activity - Applied research","blade-table-13-private-non-profit-expenditure-on-research-and-development-pnperd","R&D activity - Applied research","Number ($'000) . = Missing","2008-09;2011-12;2012-13;2014-15;2016-17;2018-19;2020-21;202…"
"blade","BLADE","abs-blade","acted_berd","numeric",5871,5785,98.5352,86,"68.730 / 248.958 / 367.915 / 506.438 / 1440.440","","matched PLIDA variable metadata","Experimental development - amount [derived]","blade-table-12-business-expenditure-on-research-and-development-berd","Experimental development - amount [derived]","Number (dollars $'000) Blank = missing","2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;201…"
"blade","BLADE","abs-blade","acted_goverd","integer",5871,5785,98.5352,4,"0.0 / 0.0 / 0.5 / 66666666.2 / 999999999.0","0; 1; 88888888; 999999999","matched PLIDA variable metadata","R&D activity - Experimental development","blade-table-14-government-expenditure-on-research-and-development-goverd","R&D activity - Experimental development","","2008-09;2011-12;2012-13;2014-15;2016-17;2018-19;2020-21;202…"
"blade","BLADE","abs-blade","acted_herd","numeric",5871,5785,98.5352,86,"80.790 / 260.250 / 372.575 / 572.113 / 1300.140","","matched PLIDA variable metadata","Experimental development","blade-table-23-higher-education-research-and-development-data-items","Experimental development","Number ($'000)","2004;2006;2008;2010;2012;2014;2016;2018;2020*;2022"
"blade","BLADE","abs-blade","acted_pct_berd","numeric",5871,5785,98.5352,83,"0.700 / 22.950 / 40.850 / 73.075 / 99.900","","matched PLIDA variable metadata","Experimental development - percentage of total","blade-table-12-business-expenditure-on-research-and-development-berd","Experimental development - percentage of total","Number (percentage)","2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;201…"
"blade","BLADE","abs-blade","acted_pnperd","integer",5871,5785,98.5352,4,"0.0 / 0.0 / 0.5 / 66666666.2 / 999999999.0","0; 1; 88888888; 999999999","matched PLIDA variable metadata","R&D activity - Experimental development","blade-table-13-private-non-profit-expenditure-on-research-and-development-pnperd","R&D activity - Experimental development","","2008-09;2011-12;2012-13;2014-15;2016-17;2018-19;2020-21;202…"
"blade","BLADE","abs-blade","activitiesexcludedfrombeingcore","character",5871,5785,98.5352,3,"1=30; N/A=29; 0=27","0; 1; N/A","matched PLIDA variable metadata","The company's own declaration, made on its R&D Tax Incentive registration, that it is claiming work the law bars from being core R&D. The f…","blade-table-53-research-and-development-tax-incentive-rdti-program","If the company will be including activities that are excluded from being a core R&D activity in this application.","Categorical '1' = Yes '0' = No 'N/A'","2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;202…"
