"dataset","variable","occurrence_count","status","determination","rule","implemented_domain_or_derivation","evidence_source","caveat"
"AEDC","B33",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B34",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B35",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B36",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B37",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B38",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B39",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B4",3,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B40",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B5",3,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B6",3,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B7",3,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B8",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","B9",6,"populated","implemented-exact-source","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","Exact source uses official binary development responses 1, 2 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C1",3,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C10",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C11",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C12",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C12A",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C13",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C14",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C15",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C16",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
